School Year,Topic,Grade,District,Proficient,Total
2025,Math,3,3537,14.0,17.0
2019,Reading,8,6795,380.0,680.0
2024,Math,7,3978,23.0,25.0
2014,Reading,11,4689,25.0,39.0
2017,Math,8,5163,49.0,76.0
2023,Math,6,873,15.0,29.0
2020,Reading,11,27,83.0,100.0
2014,Math,4,1854,17.0,18.0
2018,Math,6,5163,24.0,44.0
2023,Math,5,6273,31.0,46.0
2022,Reading,7,4797,172.0,209.0
2023,Math,7,2457,30.0,38.0
2023,Math,4,1044,252.0,306.0
2018,Reading,6,1944,25.0,36.0
2020,Reading,4,4491,21.0,23.0
2017,Reading,11,1638,143.0,164.0
2019,Math,8,5049,208.0,307.0
2023,Reading,4,6969,15.0,24.0
2018,Reading,11,6516,22.0,26.0
2025,Math,3,6273,33.0,46.0
2018,Reading,11,4269,41.0,48.0
2023,Math,6,3942,40.0,48.0
2017,Reading,7,1134,22.0,29.0
2016,Reading,11,279,37.0,55.0
2019,Math,5,3114,183.0,210.0
2021,Math,6,6937,25.0,44.0
2018,Reading,11,3141,632.0,755.0
2021,Reading,8,18,21.0,28.0
2020,Reading,4,2457,29.0,31.0
2018,Math,6,6750,12.0,14.0
2024,Reading,11,6471,22.0,27.0
2020,Math,11,6840,150.0,165.0
2021,Math,4,5643,63.0,77.0
2016,Reading,4,1619,73.0,87.0
2015,Reading,4,1967,15.0,23.0
2025,Reading,8,3942,39.0,47.0
2015,Math,8,6957,581.0,680.0
2014,Reading,4,4041,59.0,83.0
2023,Math,3,3465,21.0,28.0
2019,Reading,11,3029,93.0,118.0
2024,Reading,4,1963,37.0,45.0
2024,Reading,5,4890,50.0,57.0
2018,Reading,6,609,91.0,115.0
2025,Math,10,609,76.0,101.0
2025,Math,6,4788,29.0,31.0
2016,Math,4,3348,33.0,39.0
2019,Reading,4,1278,226.0,292.0
2025,Reading,6,3816,19.0,28.0
2025,Math,7,4068,17.0,21.0
2020,Math,5,6921,25.0,28.0
2016,Reading,8,6768,101.0,147.0
2023,Reading,4,18,17.0,24.0
2022,Reading,7,6762,29.0,47.0
2017,Math,4,5325,43.0,52.0
2020,Reading,5,4505,11.0,19.0
2021,Reading,5,2977,45.0,61.0
2023,Math,6,4774,40.0,51.0
2018,Reading,5,2673,32.0,41.0
2019,Reading,6,609,91.0,115.0
2025,Reading,3,2349,12.0,14.0
2016,Math,8,1206,67.0,78.0
2019,Reading,5,6985,46.0,54.0
2021,Math,7,6992,34.0,38.0
2015,Math,4,1368,58.0,88.0
2021,Math,6,6509,18.0,21.0
2025,Math,10,1152,66.0,73.0
2015,Math,4,4509,11.0,14.0
2017,Reading,6,2826,72.0,97.0
2021,Math,5,6943,20.0,20.0
2019,Math,4,4131,223.0,279.0
2020,Reading,6,6992,30.0,35.0
2014,Reading,11,3231,195.0,246.0
2022,Math,6,657,36.0,39.0
2016,Reading,11,3744,32.0,37.0
2018,Reading,5,6990,30.0,38.0
2017,Math,7,1970,35.0,43.0
2022,Reading,11,4774,50.0,70.0
2021,Math,11,1218,24.0,28.0
2021,Math,6,6950,78.0,100.0
2024,Math,7,3042,45.0,50.0
2025,Math,7,279,40.0,47.0
2017,Math,3,1337,232.0,290.0
2014,Reading,8,270,51.0,75.0
2022,Math,8,6099,39.0,43.0
2023,Math,8,2727,43.0,44.0
2014,Reading,8,1044,230.0,307.0
2020,Reading,7,729,130.0,164.0
2020,Reading,11,3141,579.0,743.0
2025,Reading,11,7047,20.0,29.0
2025,Reading,8,720,95.0,106.0
2018,Math,11,1337,220.0,274.0
2020,Math,8,3195,53.0,63.0
2016,Reading,11,6937,43.0,54.0
2016,Math,4,6273,35.0,42.0
2021,Reading,6,6030,43.0,60.0
2024,Reading,5,2766,24.0,24.0
2016,Reading,8,1576,102.0,120.0
2022,Reading,3,4787,13.0,16.0
2016,Math,4,4043,54.0,58.0
2021,Math,3,2754,29.0,32.0
2018,Reading,11,6741,27.0,40.0
2017,Math,11,6840,130.0,147.0
2021,Math,8,4995,67.0,76.0
2018,Reading,4,7002,14.0,16.0
2019,Math,4,2369,17.0,21.0
2024,Math,3,7002,15.0,19.0
2025,Reading,8,6460,42.0,51.0
2018,Math,3,7110,42.0,47.0
2018,Math,7,5337,22.0,25.0
2023,Reading,6,3537,10.0,18.0
2021,Math,6,6536,63.0,84.0
2018,Reading,7,6921,23.0,30.0
2022,Math,3,5163,46.0,49.0
2018,Math,5,6264,57.0,75.0
2016,Math,8,441,36.0,42.0
2024,Reading,7,6992,28.0,36.0
2021,Reading,7,4777,46.0,54.0
2018,Math,4,1079,62.0,68.0
2024,Reading,8,2682,16.0,34.0
2023,Math,3,6741,46.0,51.0
2018,Reading,6,81,47.0,72.0
2017,Math,5,1863,503.0,663.0
2017,Math,8,243,17.0,22.0
2019,Math,11,1638,121.0,135.0
2017,Math,11,6741,32.0,39.0
2024,Math,6,5250,258.0,290.0
2020,Reading,4,2664,19.0,21.0
2023,Reading,7,4599,17.0,27.0
2023,Reading,8,1972,13.0,22.0
2018,Reading,7,5121,43.0,45.0
2022,Reading,5,1206,49.0,60.0
2021,Reading,4,4086,126.0,153.0
2015,Reading,8,1719,41.0,55.0
2023,Math,11,914,19.0,23.0
2017,Reading,3,576,18.0,24.0
2024,Math,11,1619,68.0,78.0
2022,Reading,3,7110,45.0,49.0
2019,Math,8,3798,42.0,51.0
2022,Reading,6,2709,74.0,103.0
2023,Reading,5,1278,199.0,249.0
2025,Reading,4,4890,70.0,73.0
2015,Reading,8,1476,380.0,655.0
2023,Math,5,6943,17.0,17.0
2022,Math,7,6453,57.0,58.0
2021,Math,3,5976,46.0,61.0
2024,Reading,4,1576,153.0,181.0
2023,Reading,5,918,37.0,47.0
2022,Reading,4,81,64.0,78.0
2025,Math,7,729,119.0,141.0
2014,Reading,8,4785,35.0,48.0
2023,Reading,3,1233,61.0,87.0
2023,Math,3,1089,15.0,25.0
2015,Math,8,819,35.0,51.0
2024,Math,11,5337,19.0,24.0
2020,Math,8,2772,16.0,23.0
2018,Math,8,6096,27.0,39.0
2019,Math,6,6219,72.0,105.0
2018,Reading,5,6983,42.0,46.0
2018,Reading,11,3042,57.0,69.0
2024,Math,11,5166,128.0,153.0
2023,Reading,3,6961,144.0,181.0
2021,Reading,4,4774,50.0,55.0
2022,Math,4,1611,821.0,1062.0
2016,Reading,8,1337,207.0,286.0
2017,Reading,5,6165,15.0,20.0
2019,Math,8,5283,39.0,42.0
2015,Math,8,2369,20.0,32.0
2025,Reading,6,2466,79.0,86.0
2016,Math,8,2520,26.0,39.0
2014,Reading,11,6961,203.0,281.0
2017,Reading,11,1989,47.0,51.0
2015,Reading,11,3942,33.0,38.0
2020,Math,11,1449,16.0,21.0
2017,Reading,3,63,27.0,34.0
2020,Math,6,7056,106.0,123.0
2022,Reading,11,6536,72.0,95.0
2017,Math,6,1337,228.0,264.0
2016,Math,4,5160,56.0,66.0
2023,Math,8,6035,28.0,47.0
2018,Math,4,5751,35.0,45.0
2021,Reading,3,414,27.0,33.0
2025,Math,4,5697,21.0,28.0
2023,Math,11,6759,28.0,55.0
2017,Reading,3,6509,32.0,37.0
2022,Math,5,6921,15.0,19.0
2017,Math,4,1989,26.0,40.0
2020,Math,4,355,17.0,20.0
2019,Math,6,5283,36.0,43.0
2023,Math,5,2727,44.0,54.0
2023,Math,4,4203,44.0,48.0
2024,Math,7,2097,21.0,24.0
2019,Math,8,1134,17.0,21.0
2022,Reading,4,657,42.0,57.0
2022,Reading,4,387,82.0,99.0
2022,Math,5,4797,166.0,193.0
2018,Math,8,6950,108.0,133.0
2024,Math,7,6096,25.0,33.0
2020,Reading,11,7083,16.0,19.0
2022,Math,11,135,92.0,106.0
2018,Math,7,1082,72.0,85.0
2016,Math,11,5160,47.0,66.0
2021,Math,4,2313,191.0,251.0
2019,Math,4,4644,30.0,34.0
2020,Math,8,441,30.0,34.0
2020,Reading,7,6633,19.0,23.0
2015,Math,11,4777,51.0,55.0
2020,Reading,3,6957,470.0,586.0
2015,Reading,4,2709,99.0,125.0
2021,Math,8,3168,41.0,48.0
2022,Math,11,6579,224.0,280.0
2020,Math,11,2862,45.0,60.0
2021,Reading,5,540,36.0,40.0
2017,Math,4,6592,44.0,48.0
2021,Math,4,2826,98.0,117.0
2019,Math,11,6098,77.0,109.0
2021,Reading,5,1968,42.0,53.0
2019,Math,11,5121,56.0,70.0
2022,Reading,4,1602,37.0,45.0
2023,Math,8,243,14.0,16.0
2022,Reading,11,5922,38.0,55.0
2019,Math,6,621,293.0,353.0
2021,Math,8,270,45.0,64.0
2016,Math,4,2369,24.0,31.0
2020,Math,3,5742,24.0,30.0
2017,Reading,8,4527,26.0,41.0
2019,Reading,3,1431,19.0,28.0
2024,Reading,8,6969,18.0,28.0
2025,Reading,8,6930,49.0,60.0
2020,Reading,8,2520,15.0,20.0
2014,Math,11,355,26.0,36.0
2022,Reading,6,2727,31.0,44.0
2024,Reading,5,5922,31.0,40.0
2014,Math,11,3141,564.0,644.0
2016,Reading,4,27,82.0,89.0
2020,Reading,11,279,48.0,55.0
2019,Math,7,6921,22.0,24.0
2018,Reading,6,4086,102.0,146.0
2019,Math,5,2367,8.0,11.0
2015,Reading,8,747,35.0,45.0
2019,Math,11,2718,32.0,40.0
2020,Reading,3,1863,554.0,735.0
2021,Math,7,3645,152.0,213.0
2022,Reading,3,873,19.0,33.0
2023,Reading,3,981,89.0,122.0
2017,Reading,11,747,30.0,39.0
2023,Reading,3,6700,18.0,26.0
2016,Math,8,261,378.0,439.0
2015,Math,4,3105,81.0,103.0
2017,Reading,5,6536,75.0,92.0
2015,Reading,11,5976,50.0,65.0
2022,Math,5,4581,310.0,380.0
2021,Math,8,729,130.0,162.0
2025,Reading,5,1602,0.0,38.0
2024,Math,4,977,23.0,30.0
2017,Reading,4,3141,578.0,734.0
2018,Math,4,1926,35.0,47.0
2014,Reading,4,1082,113.0,128.0
2017,Reading,3,4751,13.0,15.0
2019,Math,3,1908,24.0,32.0
2025,Math,6,4878,47.0,54.0
2015,Math,4,1611,688.0,1018.0
2016,Reading,4,6983,43.0,50.0
2018,Reading,4,5877,83.0,94.0
2023,Reading,4,5310,23.0,38.0
2014,Math,8,6768,118.0,141.0
2022,Reading,3,576,28.0,37.0
2024,Math,4,1095,50.0,53.0
2025,Reading,6,6937,33.0,45.0
2023,Reading,11,6660,104.0,123.0
2014,Reading,8,1079,53.0,84.0
2025,Reading,11,3150,77.0,93.0
2014,Math,4,6651,25.0,28.0
2023,Reading,8,1093,26.0,45.0
2017,Reading,7,4995,57.0,75.0
2016,Math,4,2349,23.0,25.0
2022,Reading,11,1975,29.0,33.0
2022,Math,6,2369,17.0,24.0
2023,Reading,7,4041,62.0,108.0
2015,Math,11,261,322.0,384.0
2020,Reading,7,414,40.0,44.0
2022,Reading,7,6264,53.0,72.0
2024,Reading,11,5013,113.0,153.0
2024,Reading,4,6992,20.0,22.0
2023,Reading,4,4041,61.0,91.0
2020,Math,8,4725,153.0,218.0
2020,Math,7,6012,32.0,40.0
2015,Reading,4,4581,328.0,378.0
2018,Reading,7,6987,29.0,54.0
2020,Math,8,4023,34.0,42.0
2024,Reading,11,2862,37.0,44.0
2015,Math,8,5283,62.0,74.0
2021,Reading,4,1152,57.0,80.0
2025,Reading,8,6471,30.0,34.0
2020,Math,6,5013,124.0,167.0
2021,Reading,8,3798,41.0,50.0
2014,Reading,8,5823,29.0,38.0
2023,Math,8,1719,50.0,57.0
2024,Reading,11,540,42.0,50.0
2023,Math,5,5510,29.0,37.0
2015,Reading,11,5486,25.0,32.0
2021,Math,3,2457,31.0,38.0
2015,Reading,11,5724,14.0,19.0
2018,Math,4,6950,61.0,73.0
2024,Reading,7,1968,50.0,71.0
2019,Reading,4,234,73.0,87.0
2025,Reading,11,1791,40.0,50.0
2022,Reading,7,153,39.0,45.0
2025,Math,7,1908,24.0,30.0
2018,Reading,5,6012,31.0,43.0
2017,Math,11,5301,20.0,23.0
2022,Reading,6,1211,60.0,81.0
2018,Math,8,5510,34.0,38.0
2020,Reading,8,5049,222.0,314.0
2015,Math,8,6700,40.0,46.0
2020,Math,7,3555,34.0,40.0
2025,Reading,11,355,11.0,14.0
2025,Math,5,5877,84.0,128.0
2022,Math,11,333,24.0,32.0
2024,Reading,3,423,8.0,14.0
2021,Math,5,1503,62.0,83.0
2018,Reading,4,3744,39.0,53.0
2020,Reading,3,5163,45.0,50.0
2025,Math,3,5949,62.0,69.0
2021,Reading,3,1053,771.0,1085.0
2022,Math,5,1080,33.0,38.0
2019,Math,7,4778,16.0,22.0
2017,Reading,7,9,45.0,57.0
2021,Reading,3,4978,11.0,14.0
2017,Math,7,1095,37.0,45.0
2015,Math,11,6219,94.0,142.0
2024,Reading,6,1062,77.0,102.0
2022,Math,3,6453,43.0,51.0
2023,Math,3,7038,48.0,56.0
2019,Reading,8,2511,108.0,141.0
2025,Reading,7,6030,67.0,77.0
2021,Reading,8,5463,59.0,86.0
2019,Math,7,6039,623.0,932.0
2020,Reading,7,6345,17.0,22.0
2017,Reading,6,4271,57.0,81.0
2025,Reading,10,2766,17.0,23.0
2017,Reading,3,1602,32.0,44.0
2023,Math,8,2113,14.0,14.0
2021,Math,6,5751,43.0,49.0
2020,Reading,5,819,39.0,44.0
2025,Reading,4,3042,39.0,52.0
2018,Math,8,1431,29.0,32.0
2022,Reading,6,1917,19.0,29.0
2015,Math,4,2520,23.0,27.0
2021,Math,7,5994,40.0,50.0
2015,Reading,4,4149,79.0,86.0
2020,Reading,5,5805,62.0,86.0
2017,Math,3,4761,18.0,23.0
2020,Math,6,72,9.0,9.0
2016,Math,11,1576,86.0,97.0
2017,Reading,11,7098,32.0,43.0
2020,Reading,3,2511,88.0,119.0
2024,Math,3,6957,504.0,586.0
2018,Reading,3,918,33.0,41.0
2017,Math,4,5121,59.0,64.0
2020,Reading,8,6460,38.0,55.0
2024,Math,5,2709,106.0,119.0
2025,Math,8,1116,97.0,118.0
2021,Reading,6,5013,125.0,167.0
2021,Math,3,6937,42.0,48.0
2024,Math,4,918,29.0,40.0
2022,Math,11,5949,58.0,71.0
2021,Math,4,2766,16.0,24.0
2022,Math,7,4788,34.0,39.0
2016,Math,4,2322,136.0,150.0
2018,Math,5,1082,85.0,104.0
2014,Math,4,4689,38.0,46.0
2024,Reading,7,5823,31.0,55.0
2019,Reading,3,4905,19.0,21.0
2022,Reading,5,3600,126.0,152.0
2018,Math,6,2369,27.0,37.0
2020,Reading,4,3114,211.0,243.0
2017,Reading,4,4446,50.0,63.0
2016,Math,8,3119,36.0,47.0
2017,Reading,6,5877,74.0,106.0
2016,Math,11,6273,63.0,73.0
2018,Math,3,1975,24.0,24.0
2024,Reading,5,1602,34.0,47.0
2019,Reading,5,4122,30.0,41.0
2022,Math,8,1206,57.0,70.0
2025,Reading,11,2754,29.0,34.0
2022,Math,7,6633,10.0,17.0
2024,Math,6,4878,40.0,48.0
2017,Reading,3,2664,16.0,22.0
2025,Math,6,6983,53.0,60.0
2019,Reading,7,4878,48.0,57.0
2022,Math,3,3715,400.0,456.0
2019,Reading,4,2862,38.0,45.0
2021,Math,3,4505,10.0,16.0
2018,Math,11,2169,121.0,150.0
2023,Reading,7,99,28.0,37.0
2022,Math,8,2834,20.0,24.0
2025,Math,5,3033,15.0,20.0
2022,Math,5,2862,18.0,32.0
2025,Reading,8,5625,49.0,64.0
2021,Reading,7,936,52.0,76.0
2021,Reading,11,5121,49.0,59.0
2023,Reading,4,3555,35.0,39.0
2023,Math,3,3114,190.0,259.0
2024,Math,3,6975,67.0,91.0
2018,Math,7,5832,14.0,16.0
2021,Math,8,7098,37.0,51.0
2017,Reading,6,6408,42.0,52.0
2017,Math,5,918,42.0,49.0
2018,Math,7,2709,91.0,118.0
2017,Math,5,1638,97.0,111.0
2024,Math,5,1062,110.0,124.0
2019,Math,11,5283,53.0,65.0
2016,Math,11,6822,151.0,179.0
2019,Reading,7,1206,54.0,72.0
2019,Reading,5,4785,38.0,44.0
2021,Reading,5,261,502.0,605.0
2025,Reading,4,609,80.0,105.0
2025,Math,7,1350,30.0,33.0
2025,Math,3,5823,19.0,23.0
2025,Math,3,1413,16.0,18.0
2021,Reading,6,3186,14.0,18.0
2024,Math,8,5643,49.0,66.0
2019,Reading,11,7083,17.0,19.0
2025,Reading,3,6264,42.0,47.0
2017,Reading,8,126,81.0,100.0
2018,Reading,3,2673,38.0,52.0
2018,Math,4,6592,39.0,45.0
2025,Reading,10,1431,27.0,31.0
2019,Reading,3,6096,33.0,37.0
2023,Math,7,6660,100.0,122.0
2017,Reading,3,3816,24.0,41.0
2021,Math,8,576,25.0,40.0
2017,Reading,5,6943,20.0,23.0
2017,Math,5,5805,67.0,85.0
2018,Math,6,2709,96.0,118.0
2015,Reading,11,3555,37.0,47.0
2018,Math,7,6417,21.0,27.0
2020,Math,7,4787,11.0,15.0
2020,Math,3,7002,12.0,15.0
2016,Reading,8,5283,45.0,63.0
2025,Reading,3,729,99.0,115.0
2019,Math,11,5805,68.0,110.0
2016,Reading,4,3942,37.0,42.0
2019,Reading,5,729,105.0,150.0
2023,Reading,8,6536,52.0,84.0
2023,Math,7,3114,219.0,252.0
2021,Math,5,6987,24.0,37.0
2017,Math,11,3348,34.0,38.0
2023,Math,6,2834,12.0,24.0
2025,Math,7,6975,82.0,91.0
2025,Math,7,5508,13.0,20.0
2020,Math,8,4554,71.0,83.0
2024,Reading,3,4890,75.0,79.0
2014,Math,11,657,38.0,60.0
2019,Reading,11,846,30.0,42.0
2020,Math,11,5166,142.0,155.0
2014,Reading,8,999,89.0,145.0
2022,Math,11,6138,17.0,25.0
2021,Reading,4,747,35.0,41.0
2025,Reading,4,1337,258.0,350.0
2018,Math,4,126,69.0,77.0
2021,Math,11,5625,33.0,37.0
2016,Math,11,6102,118.0,157.0
2025,Reading,11,4797,144.0,167.0
2023,Math,11,4419,50.0,53.0
2016,Math,11,9,56.0,69.0
2018,Reading,11,2088,48.0,62.0
2022,Math,5,4271,67.0,81.0
2020,Reading,8,5751,38.0,57.0
2024,Reading,8,6983,40.0,55.0
2025,Math,7,2520,24.0,26.0
2021,Math,8,2457,25.0,30.0
2024,Math,11,4644,24.0,26.0
2016,Reading,11,7092,23.0,38.0
2025,Reading,6,6768,88.0,124.0
2025,Reading,8,1152,53.0,73.0
2018,Math,11,5805,72.0,108.0
2017,Reading,3,2988,25.0,38.0
2014,Math,8,126,73.0,101.0
2023,Reading,5,6035,22.0,32.0
2021,Reading,6,6099,25.0,36.0
2020,Math,8,234,83.0,113.0
2020,Math,7,1116,90.0,122.0
2016,Reading,11,6741,26.0,34.0
2014,Reading,4,4860,21.0,24.0
2015,Reading,8,225,253.0,309.0
2019,Reading,5,1116,71.0,83.0
2023,Reading,6,2457,20.0,33.0
2022,Reading,5,1413,26.0,29.0
2023,Math,7,1116,76.0,94.0
2022,Reading,4,1215,20.0,27.0
2017,Reading,4,1093,27.0,42.0
2022,Reading,7,1368,33.0,60.0
2018,Math,6,270,42.0,53.0
2018,Math,4,441,33.0,39.0
2020,Math,3,2369,17.0,28.0
2020,Reading,6,6509,27.0,35.0
2019,Reading,7,585,32.0,41.0
2017,Reading,5,1576,100.0,120.0
2022,Reading,5,2709,102.0,120.0
2017,Reading,7,6985,46.0,62.0
2018,Reading,6,621,221.0,289.0
2020,Reading,3,108,12.0,14.0
2018,Reading,11,4725,180.0,233.0
2024,Math,4,1079,54.0,62.0
2018,Reading,8,1576,105.0,121.0
2018,Math,7,4014,32.0,36.0
2023,Math,11,6094,29.0,33.0
2023,Reading,6,4662,38.0,60.0
2024,Math,11,1093,28.0,38.0
2014,Math,4,1602,29.0,35.0
2023,Math,7,1449,8.0,8.0
2022,Math,3,6471,21.0,35.0
2023,Reading,5,3168,45.0,53.0
2017,Reading,8,6509,31.0,45.0
2021,Math,3,4776,29.0,31.0
2019,Math,7,1989,24.0,38.0
2018,Math,4,6969,26.0,31.0
2014,Math,8,4773,53.0,63.0
2018,Math,8,7110,34.0,41.0
2021,Reading,5,7002,12.0,14.0
2019,Math,8,3312,99.0,156.0
2017,Math,4,6975,58.0,81.0
2020,Math,6,1953,36.0,50.0
2023,Math,6,3154,26.0,32.0
2022,Reading,4,6990,36.0,45.0
2025,Reading,4,6921,15.0,19.0
2025,Reading,5,3715,443.0,517.0
2025,Reading,8,5139,7.0,13.0
2018,Reading,5,3375,119.0,145.0
2017,Reading,7,270,45.0,57.0
2018,Math,11,261,394.0,455.0
2014,Math,8,3154,36.0,47.0
2016,Math,8,1968,55.0,72.0
2022,Reading,6,936,51.0,70.0
2018,Math,5,4505,10.0,14.0
2017,Reading,4,3744,32.0,45.0
2025,Reading,6,3348,18.0,21.0
2021,Math,7,7098,31.0,40.0
2023,Math,4,1619,55.0,72.0
2024,Reading,7,3609,24.0,34.0
2023,Reading,7,1218,18.0,23.0
2020,Math,11,27,84.0,100.0
2022,Math,7,6943,21.0,30.0
2025,Reading,11,5976,51.0,65.0
2020,Reading,5,873,21.0,33.0
2025,Math,8,1053,749.0,1096.0
2019,Math,5,6035,22.0,31.0
2025,Reading,10,657,44.0,51.0
2019,Reading,8,6471,30.0,42.0
2016,Reading,8,549,26.0,40.0
2024,Math,3,4068,19.0,23.0
2023,Reading,7,4784,158.0,206.0
2025,Math,8,81,54.0,74.0
2019,Math,8,6102,119.0,164.0
2017,Math,8,5643,75.0,87.0
2018,Math,5,4784,166.0,194.0
2020,Math,11,1431,33.0,43.0
2015,Reading,11,6591,30.0,41.0
2020,Reading,8,5013,103.0,142.0
2015,Math,8,1854,22.0,31.0
2024,Math,3,4356,42.0,51.0
2020,Math,5,5310,22.0,34.0
2025,Reading,6,5256,40.0,53.0
2015,Reading,11,4778,23.0,28.0
2023,Math,3,3691,31.0,39.0
2019,Math,6,3841,36.0,61.0
2024,Math,11,6741,70.0,84.0
2016,Math,8,2977,30.0,52.0
2016,Reading,4,3978,31.0,41.0
2025,Reading,6,6039,444.0,894.0
2022,Math,6,2313,168.0,235.0
2018,Reading,3,2781,64.0,92.0
2014,Math,4,6219,94.0,133.0
2024,Reading,5,1359,22.0,29.0
2019,Math,11,5163,37.0,58.0
2018,Reading,6,873,27.0,40.0
2025,Math,10,5949,57.0,60.0
2016,Math,11,1079,58.0,77.0
2024,Math,3,3033,13.0,17.0
2024,Math,7,1944,36.0,48.0
2024,Reading,4,6795,427.0,702.0
2015,Reading,8,1215,16.0,25.0
2017,Math,11,4689,33.0,37.0
2018,Reading,5,3029,64.0,83.0
2019,Reading,11,1368,36.0,66.0
2024,Math,3,2718,32.0,37.0
2022,Math,7,2682,22.0,24.0
2014,Math,4,4505,12.0,16.0
2023,Reading,5,2169,86.0,116.0
2024,Math,6,7110,30.0,50.0
2024,Reading,7,5337,19.0,29.0
2022,Math,3,4033,23.0,28.0
2022,Math,4,1719,45.0,51.0
2020,Reading,3,6246,8.0,9.0
2025,Reading,6,1332,47.0,63.0
2025,Math,5,5823,14.0,16.0
2022,Math,6,4878,42.0,47.0
2023,Reading,6,6990,30.0,43.0
2025,Reading,4,2772,15.0,20.0
2014,Math,8,819,28.0,43.0
2021,Reading,11,4772,55.0,71.0
2024,Math,7,6937,31.0,50.0
2025,Reading,4,2520,19.0,22.0
2020,Reading,4,5139,8.0,10.0
2025,Reading,6,4869,52.0,64.0
2023,Reading,6,4041,47.0,72.0
2019,Math,7,6975,55.0,73.0
2025,Math,11,4617,84.0,99.0
2021,Math,8,914,19.0,25.0
2015,Math,8,4978,26.0,38.0
2020,Reading,7,4527,33.0,46.0
2019,Reading,6,7098,38.0,53.0
2025,Math,7,1863,620.0,741.0
2018,Reading,3,414,40.0,47.0
2024,Reading,6,4131,175.0,280.0
2025,Reading,11,1079,67.0,86.0
2021,Reading,3,355,16.0,20.0
2018,Reading,11,6651,17.0,26.0
2024,Reading,11,4527,36.0,43.0
2018,Math,3,4509,12.0,12.0
2024,Reading,3,2846,21.0,24.0
2015,Math,4,4203,65.0,69.0
2021,Reading,11,99,42.0,47.0
2018,Math,5,3609,11.0,19.0
2024,Math,4,3312,91.0,106.0
2014,Reading,4,1053,839.0,1209.0
2020,Reading,7,6961,141.0,187.0
2018,Reading,6,6660,68.0,130.0
2016,Math,4,1095,40.0,49.0
2021,Reading,4,1638,101.0,110.0
2019,Reading,4,1944,42.0,53.0
2015,Reading,8,4271,71.0,103.0
2020,Math,5,4617,77.0,91.0
2023,Math,3,6795,420.0,711.0
2014,Math,8,1854,20.0,30.0
2024,Reading,4,6957,498.0,628.0
2018,Math,6,4271,65.0,87.0
2018,Reading,11,6633,16.0,29.0
2020,Math,4,4356,38.0,54.0
2023,Reading,11,4581,247.0,326.0
2014,Math,8,6700,32.0,44.0
2017,Reading,11,4785,38.0,48.0
2024,Reading,6,1332,33.0,51.0
2021,Math,5,3141,663.0,805.0
2025,Reading,5,1968,41.0,50.0
2025,Math,10,6471,31.0,36.0
2018,Reading,5,5510,36.0,41.0
2014,Reading,11,4356,59.0,71.0
2014,Math,8,6985,43.0,58.0
2018,Math,11,4212,19.0,27.0
2020,Math,5,1647,9.0,9.0
2023,Math,6,2151,9.0,13.0
2022,Reading,8,999,95.0,105.0
2019,Reading,7,4775,14.0,17.0
2021,Math,3,4581,325.0,357.0
2020,Reading,8,6039,609.0,932.0
2018,Math,11,3645,151.0,183.0
2019,Reading,4,4581,296.0,334.0
2020,Math,11,4572,12.0,19.0
2018,Math,11,2313,221.0,286.0
2023,Reading,6,6101,306.0,427.0
2025,Math,11,5184,100.0,121.0
2017,Math,5,3691,47.0,60.0
2025,Reading,3,4779,94.0,107.0
2022,Math,6,747,45.0,48.0
2024,Math,5,1944,45.0,52.0
2019,Math,7,5049,223.0,302.0
2024,Math,8,6453,53.0,62.0
2017,Math,7,5283,31.0,41.0
2019,Reading,4,5160,43.0,60.0
2019,Math,11,7038,59.0,74.0
2025,Math,11,1044,304.0,335.0
2022,Reading,8,549,28.0,32.0
2014,Math,11,747,29.0,33.0
2025,Reading,10,3537,17.0,23.0
2018,Math,3,5163,41.0,50.0
2025,Reading,7,6138,20.0,25.0
2020,Math,11,1968,55.0,72.0
2021,Reading,3,6417,7.0,12.0
2019,Reading,11,472,75.0,97.0
2020,Math,7,3348,25.0,32.0
2021,Math,4,355,15.0,17.0
2020,Reading,5,594,36.0,44.0
2024,Math,7,414,32.0,35.0
2025,Math,6,5256,37.0,53.0
2017,Math,3,3555,21.0,34.0
2023,Reading,4,1197,45.0,55.0
2018,Reading,5,135,71.0,80.0
2019,Math,4,3744,30.0,36.0
2025,Math,7,2763,38.0,43.0
2022,Reading,8,6097,6.0,14.0
2025,Reading,5,4778,15.0,22.0
2016,Reading,8,6219,78.0,139.0
2025,Reading,11,1082,98.0,108.0
2018,Reading,4,3798,40.0,43.0
2015,Reading,4,5486,19.0,22.0
2024,Math,4,6460,41.0,58.0
2023,Reading,11,5337,19.0,21.0
2017,Math,7,5301,12.0,13.0
2015,Math,8,4041,82.0,119.0
2020,Math,8,5508,16.0,19.0
2023,Math,7,3150,76.0,99.0
2015,Math,11,6822,150.0,188.0
2020,Reading,11,6700,28.0,47.0
2020,Math,11,5163,52.0,74.0
2024,Math,3,6854,33.0,40.0
2023,Math,5,4777,43.0,50.0
2022,Math,11,7029,78.0,90.0
2017,Math,6,6867,87.0,121.0
2020,Reading,8,2088,33.0,42.0
2023,Math,7,5139,5.0,8.0
2023,Math,6,1576,142.0,163.0
2014,Math,4,2113,12.0,15.0
2023,Reading,8,4581,200.0,338.0
2021,Math,8,6992,22.0,34.0
2025,Reading,8,3841,41.0,59.0
2017,Math,3,549,31.0,32.0
2025,Math,4,4518,11.0,14.0
2022,Math,4,3168,19.0,21.0
2021,Reading,4,1791,41.0,48.0
2025,Reading,10,5184,106.0,127.0
